"","x"
"584","ENSP00000345230"
"585","ENSP00000345270"
"586","ENSP00000346032"
"587","ENSP00000346080"
"588","ENSP00000346550"
"589","ENSP00000346671"
"590","ENSP00000346694"
"591","ENSP00000346886"
"592","ENSP00000346959"
"593","ENSP00000346964"
"594","ENSP00000347197"
"595","ENSP00000347324"
"596","ENSP00000347548"
"597","ENSP00000347792"
"598","ENSP00000347978"
"599","ENSP00000348168"
"600","ENSP00000348170"
"601","ENSP00000348215"
"602","ENSP00000348395"
"603","ENSP00000348461"
"604","ENSP00000348538"
"605","ENSP00000348751"
"606","ENSP00000348838"
"607","ENSP00000349168"
"608","ENSP00000349325"
"609","ENSP00000349547"
"610","ENSP00000349588"
"611","ENSP00000349923"
"612","ENSP00000349961"
"613","ENSP00000350098"
"614","ENSP00000350547"
"615","ENSP00000350949"
"616","ENSP00000351075"
"617","ENSP00000351141"
"618","ENSP00000351157"
"619","ENSP00000351159"
"620","ENSP00000351273"
"621","ENSP00000351333"
"622","ENSP00000351380"
"623","ENSP00000351497"
"624","ENSP00000351664"
"625","ENSP00000351926"
"626","ENSP00000352021"
"627","ENSP00000352513"
"628","ENSP00000352540"
"629","ENSP00000352584"
"630","ENSP00000352606"
"631","ENSP00000352779"
"632","ENSP00000352976"
"633","ENSP00000353007"
"634","ENSP00000353246"
"635","ENSP00000353377"
"636","ENSP00000353408"
"637","ENSP00000353452"
"638","ENSP00000353458"
"639","ENSP00000354040"
"640","ENSP00000354125"
"641","ENSP00000354394"
"642","ENSP00000354487"
"643","ENSP00000354498"
"644","ENSP00000354511"
"645","ENSP00000354525"
"646","ENSP00000354590"
"647","ENSP00000354597"
"648","ENSP00000354612"
"649","ENSP00000354671"
"650","ENSP00000354733"
"651","ENSP00000354826"
"652","ENSP00000354991"
"653","ENSP00000355124"
"654","ENSP00000355180"
"655","ENSP00000355228"
"656","ENSP00000355251"
"657","ENSP00000355299"
"658","ENSP00000355330"
"659","ENSP00000355361"
"660","ENSP00000355465"
"661","ENSP00000355517"
"662","ENSP00000355541"
"663","ENSP00000355572"
"664","ENSP00000355580"
"665","ENSP00000355609"
"666","ENSP00000355614"
"667","ENSP00000355621"
"668","ENSP00000355632"
"669","ENSP00000355689"
"670","ENSP00000355720"
"671","ENSP00000355759"
"672","ENSP00000355866"
"673","ENSP00000355902"
"674","ENSP00000355922"
"675","ENSP00000355929"
"676","ENSP00000355938"
"677","ENSP00000355955"
"678","ENSP00000355995"
"679","ENSP00000356001"
"680","ENSP00000356015"
"681","ENSP00000356030"
"682","ENSP00000356231"
"683","ENSP00000356265"
"684","ENSP00000356275"
"685","ENSP00000356399"
"686","ENSP00000356438"
"687","ENSP00000356529"
"688","ENSP00000356548"
"689","ENSP00000356584"
"690","ENSP00000356599"
"691","ENSP00000356630"
"692","ENSP00000356652"
"693","ENSP00000356669"
"694","ENSP00000356702"
"695","ENSP00000356737"
"696","ENSP00000356774"
"697","ENSP00000356793"
"698","ENSP00000356807"
"699","ENSP00000356840"
"700","ENSP00000356903"
"701","ENSP00000356905"
"702","ENSP00000356917"
"703","ENSP00000356946"
"704","ENSP00000356975"
"705","ENSP00000356981"
"706","ENSP00000356988"
"707","ENSP00000356992"
"708","ENSP00000357000"
