"","x"
"719","ENSP00000356102"
"720","ENSP00000356104"
"721","ENSP00000356125"
"722","ENSP00000356143"
"723","ENSP00000356169"
"724","ENSP00000356236"
"725","ENSP00000356432"
"726","ENSP00000356587"
"727","ENSP00000356634"
"728","ENSP00000356671"
"729","ENSP00000356723"
"730","ENSP00000356780"
"731","ENSP00000356791"
"732","ENSP00000356857"
"733","ENSP00000356940"
"734","ENSP00000356959"
"735","ENSP00000357068"
"736","ENSP00000357073"
"737","ENSP00000357178"
"738","ENSP00000357402"
"739","ENSP00000357494"
"740","ENSP00000357575"
"741","ENSP00000357691"
"742","ENSP00000357697"
"743","ENSP00000357844"
"744","ENSP00000357873"
"745","ENSP00000357943"
"746","ENSP00000358210"
"747","ENSP00000358212"
"748","ENSP00000358301"
"749","ENSP00000358414"
"750","ENSP00000358417"
"751","ENSP00000358470"
"752","ENSP00000358714"
"753","ENSP00000358888"
"754","ENSP00000358903"
"755","ENSP00000358909"
"756","ENSP00000359077"
"757","ENSP00000359085"
"758","ENSP00000359245"
"759","ENSP00000359285"
"760","ENSP00000359340"
"761","ENSP00000359454"
"762","ENSP00000359583"
"763","ENSP00000359621"
"764","ENSP00000359668"
"765","ENSP00000359680"
"766","ENSP00000359691"
"767","ENSP00000359866"
"768","ENSP00000360020"
"769","ENSP00000360054"
"770","ENSP00000360116"
"771","ENSP00000360147"
"772","ENSP00000360158"
"773","ENSP00000360170"
"774","ENSP00000360191"
"775","ENSP00000360195"
"776","ENSP00000360269"
"777","ENSP00000360312"
"778","ENSP00000360315"
"779","ENSP00000360366"
"780","ENSP00000360522"
"781","ENSP00000360561"
"782","ENSP00000360583"
"783","ENSP00000360696"
"784","ENSP00000360718"
"785","ENSP00000360905"
"786","ENSP00000360938"
"787","ENSP00000360958"
"788","ENSP00000360973"
"789","ENSP00000361072"
"790","ENSP00000361112"
"791","ENSP00000361151"
"792","ENSP00000361287"
"793","ENSP00000361383"
"794","ENSP00000361471"
"795","ENSP00000361602"
"796","ENSP00000361663"
"797","ENSP00000361666"
"798","ENSP00000361813"
"799","ENSP00000361855"
"800","ENSP00000361866"
"801","ENSP00000361935"
"802","ENSP00000362108"
"803","ENSP00000362122"
"804","ENSP00000362217"
"805","ENSP00000362294"
"806","ENSP00000362296"
"807","ENSP00000362525"
"808","ENSP00000362570"
"809","ENSP00000362616"
"810","ENSP00000362734"
"811","ENSP00000362778"
"812","ENSP00000363068"
"813","ENSP00000363071"
"814","ENSP00000363134"
"815","ENSP00000363216"
"816","ENSP00000363259"
"817","ENSP00000363298"
"818","ENSP00000363371"
"819","ENSP00000363390"
"820","ENSP00000363394"
"821","ENSP00000363414"
"822","ENSP00000363452"
"823","ENSP00000363513"
"824","ENSP00000363694"
"825","ENSP00000363832"
"826","ENSP00000363988"
"827","ENSP00000364008"
"828","ENSP00000364490"
"829","ENSP00000364586"
"830","ENSP00000364731"
"831","ENSP00000364831"
"832","ENSP00000364840"
"833","ENSP00000364938"
"834","ENSP00000364986"
"835","ENSP00000364995"
"836","ENSP00000365081"
"837","ENSP00000365174"
"838","ENSP00000365295"
"839","ENSP00000365362"
"840","ENSP00000365395"
"841","ENSP00000365426"
"842","ENSP00000365686"
"843","ENSP00000365773"
"844","ENSP00000365811"
"845","ENSP00000365895"
"846","ENSP00000366015"
"847","ENSP00000366047"
"848","ENSP00000366093"
"849","ENSP00000366221"
"850","ENSP00000366267"
"851","ENSP00000366314"
"852","ENSP00000366797"
"853","ENSP00000366923"
"854","ENSP00000366927"
"855","ENSP00000367032"
"856","ENSP00000367059"
"857","ENSP00000367064"
"858","ENSP00000367075"
"859","ENSP00000367096"
"860","ENSP00000367102"
"861","ENSP00000367356"
"862","ENSP00000367433"
"863","ENSP00000367528"
"864","ENSP00000367655"
"865","ENSP00000367747"
"866","ENSP00000367879"
"867","ENSP00000367965"
"868","ENSP00000368066"
"869","ENSP00000368190"
"870","ENSP00000368199"
"871","ENSP00000368244"
"872","ENSP00000368265"
"873","ENSP00000368511"
"874","ENSP00000368544"
"875","ENSP00000368566"
"876","ENSP00000368632"
"877","ENSP00000368666"
"878","ENSP00000368758"
"879","ENSP00000368872"
"880","ENSP00000368924"
"881","ENSP00000369014"
"882","ENSP00000369050"
"883","ENSP00000369129"
"884","ENSP00000369328"
"885","ENSP00000369395"
"886","ENSP00000369399"
"887","ENSP00000369442"
"888","ENSP00000369647"
"889","ENSP00000369784"
"890","ENSP00000369798"
"891","ENSP00000369816"
"892","ENSP00000369962"
"893","ENSP00000369976"
"894","ENSP00000369981"
"895","ENSP00000370224"
"896","ENSP00000370297"
"897","ENSP00000370519"
"898","ENSP00000370531"
