"","x"
"654","ENSP00000450436"
"655","ENSP00000451112"
"656","ENSP00000452762"
"657","ENSP00000454783"
"658","ENSP00000456609"
"659","ENSP00000457513"
"660","ENSP00000458770"
"661","ENSP00000459451"
"662","ENSP00000461382"
"663","ENSP00000461930"
"664","ENSP00000463574"
"665","ENSP00000465295"
"666","ENSP00000465419"
"667","ENSP00000467262"
"668","ENSP00000470539"
"669","ENSP00000474560"
"670","ENSP00000477341"
"671","ENSP00000478255"
"672","ENSP00000478425"
"673","ENSP00000479097"
"674","ENSP00000479130"
"675","ENSP00000479716"
"676","ENSP00000480791"
"677","ENSP00000480890"
"678","ENSP00000481732"
"679","ENSP00000481862"
"680","ENSP00000482245"
"681","ENSP00000483507"
"682","ENSP00000483791"
"683","ENSP00000484592"
"684","ENSP00000484912"
"685","ENSP00000291554"
"686","ENSP00000243997"
"687","ENSP00000254878"
"688","ENSP00000215375"
"689","ENSP00000295079"
"690","ENSP00000349142"
"691","ENSP00000335203"
"692","ENSP00000360299"
"693","ENSP00000357973"
"694","ENSP00000356115"
"695","ENSP00000378360"
"696","ENSP00000389649"
"697","ENSP00000482571"
"698","ENSP00000400184"
"699","ENSP00000428263"
"700","ENSP00000403910"
"701","ENSP00000253801"
"702","ENSP00000264029"
"703","ENSP00000274813"
"704","ENSP00000309565"
"705","ENSP00000322192"
"706","ENSP00000323036"
"707","ENSP00000323678"
"708","ENSP00000324913"
"709","ENSP00000354499"
"710","ENSP00000354687"
"711","ENSP00000354813"
"712","ENSP00000354876"
"713","ENSP00000354961"
"714","ENSP00000354982"
"715","ENSP00000355046"
"716","ENSP00000355880"
"717","ENSP00000380996"
"718","ENSP00000426083"
"719","ENSP00000460236"
"720","ENSP00000479679"
"721","ENSP00000480313"
"722","ENSP00000485028"
"723","ENSP00000269720"
"724","ENSP00000482816"
